name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Community & Economic Development Committee", "4/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543888&GUID=094AC749-1B5B-4DC2-877B-CF650FF2B61D", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543888&GUID=094AC749-1B5B-4DC2-877B-CF650FF2B61D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543888&GUID=094AC749-1B5B-4DC2-877B-CF650FF2B61D", "https://oakland.legistar.com/View.ashx?M=M&ID=543888&GUID=094AC749-1B5B-4DC2-877B-CF650FF2B61D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2265&Mode2=Video", "None"
"Public Works Committee", "4/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543858&GUID=929760AC-7F39-429B-AE47-20A815B0BCAE", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543858&GUID=929760AC-7F39-429B-AE47-20A815B0BCAE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543858&GUID=929760AC-7F39-429B-AE47-20A815B0BCAE", "https://oakland.legistar.com/View.ashx?M=M&ID=543858&GUID=929760AC-7F39-429B-AE47-20A815B0BCAE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2264&Mode2=Video", "None"
"Finance & Management Committee", "4/25/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543887&GUID=905D8CA2-9D72-4466-BF87-555365719746", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543887&GUID=905D8CA2-9D72-4466-BF87-555365719746&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543887&GUID=905D8CA2-9D72-4466-BF87-555365719746", "https://oakland.legistar.com/View.ashx?M=M&ID=543887&GUID=905D8CA2-9D72-4466-BF87-555365719746", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2263&Mode2=Video", "None"
"Rules & Legislation Committee", "4/20/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=542958&GUID=F6793D9A-6B1F-4D9E-AC05-936FC2076034", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=542958&GUID=F6793D9A-6B1F-4D9E-AC05-936FC2076034&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=542958&GUID=F6793D9A-6B1F-4D9E-AC05-936FC2076034", "https://oakland.legistar.com/View.ashx?M=M&ID=542958&GUID=F6793D9A-6B1F-4D9E-AC05-936FC2076034", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2259&Mode2=Video", "None"
"Special Concurrent Meeting of the Education Partnership Committee and the Oakland Unified School District Board of Education", "4/19/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=544313&GUID=05FE5744-1970-465C-89CE-29EC44B6FCCB", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=544313&GUID=05FE5744-1970-465C-89CE-29EC44B6FCCB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=544313&GUID=05FE5744-1970-465C-89CE-29EC44B6FCCB", "https://oakland.legistar.com/View.ashx?M=M&ID=544313&GUID=05FE5744-1970-465C-89CE-29EC44B6FCCB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2257&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "4/18/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=542959&GUID=364782A9-7A15-4FE9-86A5-AD5EEA01D05F", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=542959&GUID=364782A9-7A15-4FE9-86A5-AD5EEA01D05F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=542959&GUID=364782A9-7A15-4FE9-86A5-AD5EEA01D05F", "https://oakland.legistar.com/View.ashx?M=M&ID=542959&GUID=364782A9-7A15-4FE9-86A5-AD5EEA01D05F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2256&Mode2=Video", "None"
"Rules & Legislation Committee", "4/13/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540012&GUID=1F641C28-F568-45E4-99C1-5A975CA3247D", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540012&GUID=1F641C28-F568-45E4-99C1-5A975CA3247D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540012&GUID=1F641C28-F568-45E4-99C1-5A975CA3247D", "https://oakland.legistar.com/View.ashx?M=M&ID=540012&GUID=1F641C28-F568-45E4-99C1-5A975CA3247D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2251&Mode2=Video", "None"
"Public Safety Committee", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540025&GUID=6FD3FBDF-D254-404C-A88C-DAB6C6E4CAFE", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540025&GUID=6FD3FBDF-D254-404C-A88C-DAB6C6E4CAFE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540025&GUID=6FD3FBDF-D254-404C-A88C-DAB6C6E4CAFE", "https://oakland.legistar.com/View.ashx?M=M&ID=540025&GUID=6FD3FBDF-D254-404C-A88C-DAB6C6E4CAFE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2250&Mode2=Video", "None"
"Life Enrichment Committee", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540011&GUID=9699FE56-D6B5-490B-9872-C98E5785019D", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540011&GUID=9699FE56-D6B5-490B-9872-C98E5785019D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540011&GUID=9699FE56-D6B5-490B-9872-C98E5785019D", "https://oakland.legistar.com/View.ashx?M=M&ID=540011&GUID=9699FE56-D6B5-490B-9872-C98E5785019D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2249&Mode2=Video", "None"
"Community and Economic Development Committee - CANCELLED", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540024&GUID=AF7CF878-531C-4BEF-94A9-71889DF9018D", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540024&GUID=AF7CF878-531C-4BEF-94A9-71889DF9018D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540024&GUID=AF7CF878-531C-4BEF-94A9-71889DF9018D", "None", "None", "None"
"Special Community & Economic Development Committee", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=543395&GUID=23360046-A4AE-442C-8ECE-A032E5FDF68D", "1:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=543395&GUID=23360046-A4AE-442C-8ECE-A032E5FDF68D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=543395&GUID=23360046-A4AE-442C-8ECE-A032E5FDF68D", "https://oakland.legistar.com/View.ashx?M=M&ID=543395&GUID=23360046-A4AE-442C-8ECE-A032E5FDF68D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2248&Mode2=Video", "None"
"Public Works Committee", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540010&GUID=AADAD21A-B4F9-4EDD-B07C-83FD0131A133", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540010&GUID=AADAD21A-B4F9-4EDD-B07C-83FD0131A133&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540010&GUID=AADAD21A-B4F9-4EDD-B07C-83FD0131A133", "https://oakland.legistar.com/View.ashx?M=M&ID=540010&GUID=AADAD21A-B4F9-4EDD-B07C-83FD0131A133", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2247&Mode2=Video", "None"
"Finance & Management Committee", "4/11/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=540017&GUID=A4F31D73-10AE-470C-B7FA-CBDA8A04C731", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=540017&GUID=A4F31D73-10AE-470C-B7FA-CBDA8A04C731&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=540017&GUID=A4F31D73-10AE-470C-B7FA-CBDA8A04C731", "https://oakland.legistar.com/View.ashx?M=M&ID=540017&GUID=A4F31D73-10AE-470C-B7FA-CBDA8A04C731", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2246&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "4/6/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539199&GUID=487D3BE8-2CC2-42B4-A68C-BDD7CA6DA8C4", "10:45 AM", "City Council Chamber, 3rd Floor **The next regularly scheduled meeting will be April 13, 2017", "None", "https://oakland.legistar.com/View.ashx?M=A&ID=539199&GUID=487D3BE8-2CC2-42B4-A68C-BDD7CA6DA8C4", "None", "None", "None"
"Meeting of the Oakland City Council - CANCELLATION", "4/4/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539198&GUID=2BBBD628-8AF8-4A5F-AA30-8A3C3F60C864", "5:30 PM", "City Council Chamber, 3rd Floor **The next regularly scheduled meeting will be held April 18, 2017", "None", "https://oakland.legistar.com/View.ashx?M=A&ID=539198&GUID=2BBBD628-8AF8-4A5F-AA30-8A3C3F60C864", "None", "None", "None"
"Rules and Legislation Committee - CANCELLED", "3/30/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=538434&GUID=16A0FEB2-4392-4A4A-830F-41E7990CFBF5", "10:45 AM", "City Council Chamber, 3rd Floor **The next regularly scheduled meeting will be April 13, 2017", "None", "None", "None", "None", "None"
"Public Safety Committee - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539197&GUID=461FBF45-A20A-4BE3-A8B8-F2B54E5A86BB", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor **The next regularly scheduled meeting will be April 11, 2017", "None", "None", "None", "None", "None"
" Special Meeting of the Oakland City Council - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=538418&GUID=9A5A5135-A1A7-491E-8A06-7D56712A1BEE", "5:30 PM", "City Council Chamber, 3rd Floor", "None", "None", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539290&GUID=36FD1C83-8F52-4DE8-A9B5-C23E324F7DD9", "5:00 PM", "City Council Chamber, 3rd Floor ** PLEASE NOTE CHANGE IN TIME ** Pursuant to Government code section 54593(b) Councilmember Rebecca Kaplan will participate in this meeting via telephone at the location below:", "https://oakland.legistar.com/MeetingDetail.aspx?ID=539290&GUID=36FD1C83-8F52-4DE8-A9B5-C23E324F7DD9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=539290&GUID=36FD1C83-8F52-4DE8-A9B5-C23E324F7DD9", "https://oakland.legistar.com/View.ashx?M=M&ID=539290&GUID=36FD1C83-8F52-4DE8-A9B5-C23E324F7DD9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2238&Mode2=Video", "None"
"Life Enrichment Committee - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539194&GUID=DA31B065-6A90-4FDE-B133-E29B3E074DB8", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "None", "None", "None", "None", "None"
"Community and Economic Development Committee - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539192&GUID=4DB60E68-6945-473B-8646-EBA51837405D", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "None", "None", "None", "None", "None"
"Public Works Committee - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539189&GUID=02B7CC19-FA82-416F-822D-61CF2B4FBFFF", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "None", "None", "None", "None", "None"
"Finance and Management Committee - CANCELLED", "3/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=539185&GUID=A7696DAA-B88C-4E78-B2AA-D245B815FA8F", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "None", "None", "None", "None", "None"
"Rules & Legislation Committee", "3/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=537579&GUID=C188A7E2-F740-4248-8B86-89073E972A1A", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=537579&GUID=C188A7E2-F740-4248-8B86-89073E972A1A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=537579&GUID=C188A7E2-F740-4248-8B86-89073E972A1A", "https://oakland.legistar.com/View.ashx?M=M&ID=537579&GUID=C188A7E2-F740-4248-8B86-89073E972A1A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2231&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "3/21/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=537578&GUID=A57088AC-4A35-4029-8D11-D71C26F73CD7", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=537578&GUID=A57088AC-4A35-4029-8D11-D71C26F73CD7&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=537578&GUID=A57088AC-4A35-4029-8D11-D71C26F73CD7", "https://oakland.legistar.com/View.ashx?M=M&ID=537578&GUID=A57088AC-4A35-4029-8D11-D71C26F73CD7", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2230&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "3/16/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536586&GUID=02D766CA-0C4A-4CF7-BB63-80D23DCE1B1D", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536586&GUID=02D766CA-0C4A-4CF7-BB63-80D23DCE1B1D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536586&GUID=02D766CA-0C4A-4CF7-BB63-80D23DCE1B1D", "None", "None", "None"
"Public Safety Committee", "3/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536584&GUID=1EE5AA47-11C4-4414-9A9E-BB3E1D10FA91", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536584&GUID=1EE5AA47-11C4-4414-9A9E-BB3E1D10FA91&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536584&GUID=1EE5AA47-11C4-4414-9A9E-BB3E1D10FA91", "https://oakland.legistar.com/View.ashx?M=M&ID=536584&GUID=1EE5AA47-11C4-4414-9A9E-BB3E1D10FA91", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2225&Mode2=Video", "None"
"Life Enrichment Committee", "3/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536583&GUID=1F2CE76B-FF08-4C3E-8B45-64B2712535FD", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536583&GUID=1F2CE76B-FF08-4C3E-8B45-64B2712535FD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536583&GUID=1F2CE76B-FF08-4C3E-8B45-64B2712535FD", "https://oakland.legistar.com/View.ashx?M=M&ID=536583&GUID=1F2CE76B-FF08-4C3E-8B45-64B2712535FD", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2224&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and the Community and Economic Development Committee", "3/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536582&GUID=6B3BA093-D968-4FDA-9CF9-08D64CAF2AB9", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536582&GUID=6B3BA093-D968-4FDA-9CF9-08D64CAF2AB9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536582&GUID=6B3BA093-D968-4FDA-9CF9-08D64CAF2AB9", "https://oakland.legistar.com/View.ashx?M=M&ID=536582&GUID=6B3BA093-D968-4FDA-9CF9-08D64CAF2AB9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2223&Mode2=Video", "None"
"Public Works Committee", "3/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536585&GUID=A70E0295-4306-421A-83A7-06C38D7AED6F", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536585&GUID=A70E0295-4306-421A-83A7-06C38D7AED6F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536585&GUID=A70E0295-4306-421A-83A7-06C38D7AED6F", "https://oakland.legistar.com/View.ashx?M=M&ID=536585&GUID=A70E0295-4306-421A-83A7-06C38D7AED6F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2222&Mode2=Video", "None"
"Finance & Management Committee", "3/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=536581&GUID=D27AB536-BD4F-4BBF-BB84-7DF4B9E0E4DB", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=536581&GUID=D27AB536-BD4F-4BBF-BB84-7DF4B9E0E4DB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=536581&GUID=D27AB536-BD4F-4BBF-BB84-7DF4B9E0E4DB", "https://oakland.legistar.com/View.ashx?M=M&ID=536581&GUID=D27AB536-BD4F-4BBF-BB84-7DF4B9E0E4DB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2221&Mode2=Video", "None"
"Rules & Legislation Committee", "3/9/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=535645&GUID=C8C9C93F-9A7A-4025-A488-AE749469D847", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=535645&GUID=C8C9C93F-9A7A-4025-A488-AE749469D847&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=535645&GUID=C8C9C93F-9A7A-4025-A488-AE749469D847", "https://oakland.legistar.com/View.ashx?M=M&ID=535645&GUID=C8C9C93F-9A7A-4025-A488-AE749469D847", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2207&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "3/7/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=535644&GUID=6675E5B4-8620-4B3F-B490-F02EAD1A911A", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=535644&GUID=6675E5B4-8620-4B3F-B490-F02EAD1A911A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=535644&GUID=6675E5B4-8620-4B3F-B490-F02EAD1A911A", "https://oakland.legistar.com/View.ashx?M=M&ID=535644&GUID=6675E5B4-8620-4B3F-B490-F02EAD1A911A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2206&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "3/2/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534541&GUID=3BD8C9A5-3AA1-4A31-AA5D-15B1BB11A29E", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534541&GUID=3BD8C9A5-3AA1-4A31-AA5D-15B1BB11A29E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534541&GUID=3BD8C9A5-3AA1-4A31-AA5D-15B1BB11A29E", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "3/2/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=535642&GUID=1C94CCB1-1B95-47FA-879A-4EE143FD450D", "9:00 AM", "Joaquin Miller Community Center 3594 Sanborn Drive Oakland, CA 94602", "https://oakland.legistar.com/MeetingDetail.aspx?ID=535642&GUID=1C94CCB1-1B95-47FA-879A-4EE143FD450D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=535642&GUID=1C94CCB1-1B95-47FA-879A-4EE143FD450D", "https://oakland.legistar.com/View.ashx?M=M&ID=535642&GUID=1C94CCB1-1B95-47FA-879A-4EE143FD450D", "None", "None"
"Public Safety Committee", "2/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534548&GUID=FCB38C6D-ED43-4277-AAB1-AFB0F13497AE", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534548&GUID=FCB38C6D-ED43-4277-AAB1-AFB0F13497AE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534548&GUID=FCB38C6D-ED43-4277-AAB1-AFB0F13497AE", "None", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2201&Mode2=Video", "None"
"Life Enrichment Committee", "2/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534542&GUID=59C8F9D8-9D97-45BB-AA88-2CB320919D23", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534542&GUID=59C8F9D8-9D97-45BB-AA88-2CB320919D23&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534542&GUID=59C8F9D8-9D97-45BB-AA88-2CB320919D23", "https://oakland.legistar.com/View.ashx?M=M&ID=534542&GUID=59C8F9D8-9D97-45BB-AA88-2CB320919D23", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2200&Mode2=Video", "None"
"Community & Economic Development Committee", "2/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534547&GUID=77670500-3A9C-4535-913B-071DB65CDEC1", "1:30 PM", "City Council Chamber, 3rd Floor **Please note the change in location**", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534547&GUID=77670500-3A9C-4535-913B-071DB65CDEC1&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534547&GUID=77670500-3A9C-4535-913B-071DB65CDEC1", "None", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2199&Mode2=Video", "None"
"Public Works Committee", "2/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534540&GUID=CBD004B0-11EC-4CF7-B5CC-B4B755503CCF", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534540&GUID=CBD004B0-11EC-4CF7-B5CC-B4B755503CCF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534540&GUID=CBD004B0-11EC-4CF7-B5CC-B4B755503CCF", "https://oakland.legistar.com/View.ashx?M=M&ID=534540&GUID=CBD004B0-11EC-4CF7-B5CC-B4B755503CCF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2198&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and Finance and Management Committee", "2/28/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=534546&GUID=E7B5CE81-AE37-4862-AD51-F08DCE2EE99C", "9:30 AM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=534546&GUID=E7B5CE81-AE37-4862-AD51-F08DCE2EE99C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=534546&GUID=E7B5CE81-AE37-4862-AD51-F08DCE2EE99C", "https://oakland.legistar.com/View.ashx?M=M&ID=534546&GUID=E7B5CE81-AE37-4862-AD51-F08DCE2EE99C", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2197&Mode2=Video", "None"
"Rules & Legislation Committee", "2/23/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=532862&GUID=4278D6B7-8A24-4866-8861-BB3D27525304", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=532862&GUID=4278D6B7-8A24-4866-8861-BB3D27525304&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=532862&GUID=4278D6B7-8A24-4866-8861-BB3D27525304", "https://oakland.legistar.com/View.ashx?M=M&ID=532862&GUID=4278D6B7-8A24-4866-8861-BB3D27525304", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2190&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency / City Council / Geologic Hazard Abatement District Board", "2/21/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=532806&GUID=42280D07-A00E-475B-8F19-47D3FAEA828D", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=532806&GUID=42280D07-A00E-475B-8F19-47D3FAEA828D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=532806&GUID=42280D07-A00E-475B-8F19-47D3FAEA828D", "https://oakland.legistar.com/View.ashx?M=M&ID=532806&GUID=42280D07-A00E-475B-8F19-47D3FAEA828D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2189&Mode2=Video", "None"
"Rules & Legislation Committee", "2/16/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=531877&GUID=0BC73F6D-7F7B-4DB2-B461-7B100404C726", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=531877&GUID=0BC73F6D-7F7B-4DB2-B461-7B100404C726&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=531877&GUID=0BC73F6D-7F7B-4DB2-B461-7B100404C726", "https://oakland.legistar.com/View.ashx?M=M&ID=531877&GUID=0BC73F6D-7F7B-4DB2-B461-7B100404C726", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2186&Mode2=Video", "None"
"Public Safety Committee - CANCELLED", "2/14/2017", "https://oakland.legistar.com/View.ashx?M=IC&ID=531871&GUID=1AED200C-088F-46DB-8E99-22CE8A5E929B", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=531871&GUID=1AED200C-088F-46DB-8E99-22CE8A5E929B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=531871&GUID=1AED200C-088F-46DB-8E99-22CE8A5E929B", "None", "None", "None"
